latitude,longitude,precision,geohash
-43.7200000000,-87.4400000000,12,601z6300s363
-43.7100000000,-87.4200000000,12,601z6dydy37m
-43.7000000000,-87.4000000000,12,601z7htm03sd
-43.6900000000,-87.3800000000,12,601z7w7z63tw
-43.6800000000,-87.3600000000,12,601zs063s3yd
-43.6700000000,-87.3400000000,12,601zsd0gy3zz
-43.6600000000,-87.3200000000,12,601zsgzw0d0g
-43.6500000000,-87.3000000000,12,601ztmy06d1z
-43.6400000000,-87.2800000000,12,601ztzsdsd7h
-43.6300000000,-87.2600000000,12,601zy37hyds0
-43.6200000000,-87.2400000000,12,601zyg1z0dth
-43.6100000000,-87.2200000000,12,601zzm036dy0
-43.6000000000,-87.2000000000,12,601zzwygsdzm
-43.5900000000,-87.1800000000,12,606000tmyg03
-43.5800000000,-87.1600000000,12,60600ds00g1m
-43.5700000000,-87.1400000000,12,60601h6d6g6d
-43.5600000000,-87.1200000000,12,60601w1hsg7w
-43.5500000000,-87.1000000000,12,60601zzwygsd
-43.5400000000,-87.0800000000,12,606063y30gtz
-43.5300000000,-87.0600000000,12,60606gsg6gyg
-43.5200000000,-87.0400000000,12,60607m7msgzz
-43.5100000000,-87.0200000000,12,60607z1zzh1h
-43.5000000000,-87.0000000000,12,6060s30d1h60
-43.4900000000,-86.9800000000,12,6060sdzh7h7h
-43.4800000000,-86.9600000000,12,6060thtwths3
-43.4700000000,-86.9400000000,12,6060tws0zhtm
-43.4600000000,-86.9200000000,12,6060y06g1hy3
-43.4500000000,-86.9000000000,12,6060yd1m7hzw
-43.4400000000,-86.8800000000,12,6060ygzztm0d
-43.4300000000,-86.8600000000,12,6060zmy3zm1w
-43.4200000000,-86.8400000000,12,6060zzth1m6g
-43.4100000000,-86.8200000000,12,6063037w7m7z
-43.4000000000,-86.8000000000,12,60630g60tmsg
-43.3900000000,-86.7800000000,12,60631m0dzmy0
-43.3800000000,-86.7600000000,12,60631wzm1mzh
-43.3700000000,-86.7400000000,12,606360tz7w00
-43.3600000000,-86.7200000000,12,60636ds3tw1m
-43.3500000000,-86.7000000000,12,60637h6gzw63
-43.3400000000,-86.6800000000,12,60637w1w1w7m
-43.3300000000,-86.6600000000,12,6063s0007wsd
-43.3200000000,-86.6400000000,12,6063s3ydtwtw
-43.3100000000,-86.6200000000,12,6063sgthzwyd
-43.3000000000,-86.6000000000,12,6063tm7z1wzz
-43.2900000000,-86.5800000000,12,6063tz637z0g
-43.2800000000,-86.5600000000,12,6063y30gtz1z
-43.2700000000,-86.5400000000,12,6063ydzmzz6g
-43.2600000000,-86.5200000000,12,6063zhy01zs0
-43.2500000000,-86.5000000000,12,6063zwsd7zth
-43.2400000000,-86.4800000000,12,606d007htzy0
-43.2300000000,-86.4600000000,12,606d0d1wzzzm
-43.2200000000,-86.4400000000,12,606d1h036003
-43.2100000000,-86.4200000000,12,606d1mygs01m
-43.2000000000,-86.4000000000,12,606d1ztmy06d
-43.1900000000,-86.3800000000,12,606d63s0007w
-43.1800000000,-86.3600000000,12,606d6g6d60sd
-43.1700000000,-86.3400000000,12,606d7m1hs0tz
-43.1600000000,-86.3200000000,12,606d7wzwy0yg
-43.1500000000,-86.3000000000,12,606ds0y300zz
-43.1400000000,-86.2800000000,12,606dsdsg631h
-43.1300000000,-86.2600000000,12,606dth7ms360
-43.1200000000,-86.2400000000,12,606dtw1zy37h
-43.1100000000,-86.2200000000,12,606dy00d03s3
-43.1000000000,-86.2000000000,12,606dy3zh63tm
-43.0900000000,-86.1800000000,12,606dygtws3y3
-43.0800000000,-86.1600000000,12,606dzms0y3zw
-43.0700000000,-86.1400000000,12,606dzz6g0d0d
-43.0600000000,-86.1200000000,12,606g031m6d1w
-43.0500000000,-86.1000000000,12,606g0dzzsd6g
-43.0400000000,-86.0800000000,12,606g1hy3yd7z
-43.0300000000,-86.0600000000,12,606g1wth0dsg
-43.0200000000,-86.0400000000,12,606g607w6dy0
-43.0100000000,-86.0200000000,12,606g6d60sdzh
-43.0000000000,-86.0000000000,12,606g7h0dyg00
-42.9900000000,-85.9800000000,12,606g7mzm0g1m
-42.9800000000,-85.9600000000,12,606g7ztz6g63
-42.9700000000,-85.9400000000,12,606gs3s3sg7m
-42.9600000000,-85.9200000000,12,606gsg6gygsd
-42.9500000000,-85.9000000000,12,606gtm1w0gtw
-42.9400000000,-85.8800000000,12,606gtz006gyd
-42.9300000000,-85.8600000000,12,606gy0ydsgzw
-42.9200000000,-85.8400000000,12,606gydthzh0g
-42.9100000000,-85.8200000000,12,606gzh7z1h1z
-42.9000000000,-85.8000000000,12,606gzw637h6g
-42.8900000000,-85.7800000000,12,607h000gths0
-42.8800000000,-85.7600000000,12,607h03zmzhth
-42.8700000000,-85.7400000000,12,607h0gy01hy0
-42.8600000000,-85.7200000000,12,607h1msd7hzm
-42.8500000000,-85.7000000000,12,607h1z7htm03
-42.8400000000,-85.6800000000,12,607h631wzm1m
-42.8300000000,-85.6600000000,12,607h6g031m6d
-42.8200000000,-85.6400000000,12,607h7hyg7m7w
-42.8100000000,-85.6200000000,12,607h7wtmtmsd
-42.8000000000,-85.6000000000,12,607hs07zzmtz
-42.7900000000,-85.5800000000,12,607hsd6d1myg
-42.7800000000,-85.5600000000,12,607hth1h7mzz
-42.7700000000,-85.5400000000,12,607htmzwtw1h
-42.7600000000,-85.5200000000,12,607htzy0zw60
-42.7500000000,-85.5000000000,12,607hy3sg1w7h
-42.7400000000,-85.4800000000,12,607hyg7m7ws3
-42.7300000000,-85.4600000000,12,607hzm1ztwtm
-42.7200000000,-85.4400000000,12,607hzz03zwy3
-42.7100000000,-85.4200000000,12,607m00zh1wzw
-42.7000000000,-85.4000000000,12,607m0dtw7z0d
-42.6900000000,-85.3800000000,12,607m1hs0tz1w
-42.6800000000,-85.3600000000,12,607m1w6dzz6g
-42.6700000000,-85.3400000000,12,607m601m1z7z
-42.6600000000,-85.3200000000,12,607m63zz7zsg
-42.6500000000,-85.3000000000,12,607m6gy3tzy0
-42.6400000000,-85.2800000000,12,607m7msgzzzh
-42.6300000000,-85.2600000000,12,607m7z7w6000
-42.6200000000,-85.2400000000,12,607ms360s01m
-42.6100000000,-85.2200000000,12,607msg0dy063
-42.6000000000,-85.2000000000,12,607mthzm007m
-42.5900000000,-85.1800000000,12,607mtwtz60s3
-42.5800000000,-85.1600000000,12,607my0s3s0tw
-42.5700000000,-85.1400000000,12,607myd6gy0yd
-42.5600000000,-85.1200000000,12,607mzh1w00zw
-42.5500000000,-85.1000000000,12,607mzw00630g
-42.5400000000,-85.0800000000,12,607mzzyds31z
-42.5300000000,-85.0600000000,12,607w03thy36g
-42.5200000000,-85.0400000000,12,607w0g7z03s0
-42.5100000000,-85.0200000000,12,607w1m6363th
-42.5000000000,-85.0000000000,12,607w1z0gs3y0
-42.4900000000,-84.9800000000,12,607w60zmy3zm
-42.4800000000,-84.9600000000,12,607w6dy00d03
-42.4700000000,-84.9400000000,12,607w7hsd6d1m
-42.4600000000,-84.9200000000,12,607w7w7hsd6d
-42.4500000000,-84.9000000000,12,607ws01wyd7w
-42.4400000000,-84.8800000000,12,607wsd030dsd
-42.4300000000,-84.8600000000,12,607wsgyg6dtz
-42.4200000000,-84.8400000000,12,607wtmtmsdyg
-42.4100000000,-84.8200000000,12,607wtz7zydzz
-42.4000000000,-84.8000000000,12,607wy36d0g1h
-42.3900000000,-84.7800000000,12,607wyg1h6g60
-42.3800000000,-84.7600000000,12,607wzhzwsg7h
-42.3700000000,-84.7400000000,12,607wzwy0ygs3
-42.3600000000,-84.7200000000,12,607z00sg0gtm
-42.3500000000,-84.7000000000,12,607z0d7m6gy3
-42.3400000000,-84.6800000000,12,607z1h1zsgzw
-42.3300000000,-84.6600000000,12,607z1w03zh0d
-42.3200000000,-84.6400000000,12,607z1zzh1h1w
-42.3100000000,-84.6200000000,12,607z63tw7h6g
-42.3000000000,-84.6000000000,12,607z6gs0th7z
-42.2900000000,-84.5800000000,12,607z7m6dzhsg
-42.2800000000,-84.5600000000,12,607z7z1m1hy0
-42.2700000000,-84.5400000000,12,607zs0zz7hzh
-42.2600000000,-84.5200000000,12,607zsdy3tm00
-42.2500000000,-84.5000000000,12,607zthsgzm1h
-42.2400000000,-84.4800000000,12,607ztw7w1m63
-42.2300000000,-84.4600000000,12,607zy0607m7m
-42.2200000000,-84.4400000000,12,607zyd0dtms3
-42.2100000000,-84.4200000000,12,607zygzhzmtw
-42.2000000000,-84.4000000000,12,607zzmtz1myd
-42.1900000000,-84.3800000000,12,607zzzs37mzw
-42.1800000000,-84.3600000000,12,60s0036gtw0g
-42.1700000000,-84.3400000000,12,60s00g1mzw1z
-42.1600000000,-84.3200000000,12,60s01m001w6g
-42.1500000000,-84.3000000000,12,60s01wyd7ws0
-42.1400000000,-84.2800000000,12,60s060thtwth
-42.1300000000,-84.2600000000,12,60s06d7wzwy0
-42.1200000000,-84.2400000000,12,60s07h631wzm
-42.1100000000,-84.2200000000,12,60s07w0g7z03
-42.1000000000,-84.2000000000,12,60s07zzmtz1m
-42.0900000000,-84.1800000000,12,60s0s3tzzz6d
-42.0800000000,-84.1600000000,12,60s0sgsd1z7w
-42.0700000000,-84.1400000000,12,60s0tm7h7zsd
-42.0600000000,-84.1200000000,12,60s0tz1wtztz
-42.0500000000,-84.1000000000,12,60s0y300zzyg
-42.0400000000,-84.0800000000,12,60s0ydyg1zzz
-42.0300000000,-84.0600000000,12,60s0zhtms01h
-42.0200000000,-84.0400000000,12,60s0zw7zy060
-42.0100000000,-84.0200000000,12,60s3006d007h
-42.0000000000,-84.0000000000,12,60s30d1h60s3
-41.9900000000,-83.9800000000,12,60s30gzws0tm
-41.9800000000,-83.9600000000,12,60s31my0y0y3
-41.9700000000,-83.9400000000,12,60s31zsg00zw
-41.9600000000,-83.9200000000,12,60s3637m630d
-41.9500000000,-83.9000000000,12,60s36g1zs31w
-41.9400000000,-83.8800000000,12,60s37m03y36g
-41.9300000000,-83.8600000000,12,60s37wzh037z
-41.9200000000,-83.8400000000,12,60s3s0tw63sg
-41.9100000000,-83.8200000000,12,60s3sds0s3tz
-41.9000000000,-83.8000000000,12,60s3th6dy3zh
-41.8900000000,-83.7800000000,12,60s3tw1m0d00
-41.8800000000,-83.7600000000,12,60s3tzzz6d1h
-41.8700000000,-83.7400000000,12,60s3y3y3sd63
-41.8600000000,-83.7200000000,12,60s3ygsgyd7m
-41.8500000000,-83.7000000000,12,60s3zm7w0ds3
-41.8400000000,-83.6800000000,12,60s3zz606dtw
-41.8300000000,-83.6600000000,12,60sd030dsdyd
-41.8200000000,-83.6400000000,12,60sd0dzhydzw
-41.8100000000,-83.6200000000,12,60sd1htz0g0g
-41.8000000000,-83.6000000000,12,60sd1ws36g1z
-41.7900000000,-83.5800000000,12,60sd606gsg6g
-41.7800000000,-83.5600000000,12,60sd6d1mygs0
-41.7700000000,-83.5400000000,12,60sd7h000gth
-41.7600000000,-83.5200000000,12,60sd7myd6gy0
-41.7500000000,-83.5000000000,12,60sd7zthsgzm
-41.7400000000,-83.4800000000,12,60sds37wzh03
-41.7300000000,-83.4600000000,12,60sdsg631h1m
-41.7200000000,-83.4400000000,12,60sdtm0g7h6d
-41.7100000000,-83.4200000000,12,60sdtwzmth7w
-41.7000000000,-83.4000000000,12,60sdy0tzzhsd
-41.6900000000,-83.3800000000,12,60sdydsd1htz
-41.6800000000,-83.3600000000,12,60sdzh7h7hyg
-41.6700000000,-83.3400000000,12,60sdzw1wthzz
-41.6600000000,-83.3200000000,12,60sg0000zm1h
-41.6500000000,-83.3000000000,12,60sg03yg1m60
-41.6400000000,-83.2800000000,12,60sg0gtm7m7h
-41.6300000000,-83.2600000000,12,60sg1m7ztms3
-41.6200000000,-83.2400000000,12,60sg1z63zmtm
-41.6100000000,-83.2200000000,12,60sg631h1my3
-41.6000000000,-83.2000000000,12,60sg6dzw7mzw
-41.5900000000,-83.1800000000,12,60sg7hy0tw0d
-41.5800000000,-83.1600000000,12,60sg7wsdzw1w
-41.5700000000,-83.1400000000,12,60sgs07m1w6d
-41.5600000000,-83.1200000000,12,60sgsd1z7w7z
-41.5500000000,-83.1000000000,12,60sgth03twsg
-41.5400000000,-83.0800000000,12,60sgtmygzwtz
-41.5300000000,-83.0600000000,12,60sgtztw1wzh
-41.5200000000,-83.0400000000,12,60sgy3s07z00
-41.5100000000,-83.0200000000,12,60sgyg6dtz1h
-41.5000000000,-83.0000000000,12,60sgzm1hzz63
-41.4900000000,-82.9800000000,12,60sgzwzz1z7m
-41.4800000000,-82.9600000000,12,60th00y37zs3
-41.4700000000,-82.9400000000,12,60th0dsgtztw
-41.4600000000,-82.9200000000,12,60th1h7mzzyd
-41.4500000000,-82.9000000000,12,60th1w601zzw
-41.4400000000,-82.8800000000,12,60th600ds00g
-41.4300000000,-82.8600000000,12,60th63zhy01z
-41.4200000000,-82.8400000000,12,60th6gtz006g
-41.4100000000,-82.8200000000,12,60th7ms360s0
-41.4000000000,-82.8000000000,12,60th7z6gs0th
-41.3900000000,-82.7800000000,12,60ths31my0y0
-41.3800000000,-82.7600000000,12,60thsg0000zm
-41.3700000000,-82.7400000000,12,60ththyd6303
-41.3600000000,-82.7200000000,12,60thtwths31m
-41.3500000000,-82.7000000000,12,60thy07wy36d
-41.3400000000,-82.6800000000,12,60thyd63037w
-41.3300000000,-82.6600000000,12,60thzh0g63sd
-41.3200000000,-82.6400000000,12,60thzmzms3tz
-41.3100000000,-82.6200000000,12,60thzztzy3yg
-41.3000000000,-82.6000000000,12,60tm03sd03zz
-41.2900000000,-82.5800000000,12,60tm0g7h6d1h
-41.2800000000,-82.5600000000,12,60tm1m1wsd60
-41.2700000000,-82.5400000000,12,60tm1z00yd7h
-41.2600000000,-82.5200000000,12,60tm60yg0ds3
-41.2500000000,-82.5000000000,12,60tm6dtm6dtm
-41.2400000000,-82.4800000000,12,60tm7h7zsdy3
-41.2300000000,-82.4600000000,12,60tm7w63ydzm
-41.2200000000,-82.4400000000,12,60tms01h0g0d
-41.2100000000,-82.4200000000,12,60tms3zw6g1w
-41.2000000000,-82.4000000000,12,60tmsgy0sg6d
-41.1900000000,-82.3800000000,12,60tmtmsdyg7z
-41.1800000000,-82.3600000000,12,60tmtz7m0gsg
-41.1700000000,-82.3400000000,12,60tmy31z6gtz
-41.1600000000,-82.3200000000,12,60tmyg03sgzh
-41.1500000000,-82.3000000000,12,60tmzhygzh00
-41.1400000000,-82.2800000000,12,60tmzwtw1h1h
-41.1300000000,-82.2600000000,12,60tw00s07h63
-41.1200000000,-82.2400000000,12,60tw0d6dth7m
-41.1100000000,-82.2200000000,12,60tw1h1hzhs3
-41.1000000000,-82.2000000000,12,60tw1mzz1htw
-41.0900000000,-82.1800000000,12,60tw1zy37hyd
-41.0800000000,-82.1600000000,12,60tw63sgthzw
-41.0700000000,-82.1400000000,12,60tw6g7mzm0g
-41.0600000000,-82.1200000000,12,60tw7m601m1z
-41.0500000000,-82.1000000000,12,60tw7z0d7m6g
-41.0400000000,-82.0800000000,12,60tws0zhtms0
-41.0300000000,-82.0600000000,12,60twsdtwzmth
-41.0200000000,-82.0400000000,12,60twths31my0
-41.0100000000,-82.0200000000,12,60twtw6g7mzm
-41.0000000000,-82.0000000000,12,60twy01mtw03
-40.9900000000,-81.9800000000,12,60twy3zzzw1m
-40.9800000000,-81.9600000000,12,60twygyd1w6d
-40.9700000000,-81.9400000000,12,60twzmth7w7w
-40.9600000000,-81.9200000000,12,60twzz7wtwsd
-40.9500000000,-81.9000000000,12,60tz0360zwtz
-40.9400000000,-81.8800000000,12,60tz0g0g1wyg
-40.9300000000,-81.8600000000,12,60tz1hzm7wzz
-40.9200000000,-81.8400000000,12,60tz1wtztz1h
-40.9100000000,-81.8200000000,12,60tz60s3zz60
-40.9000000000,-81.8000000000,12,60tz6d7h1z7h
-40.8900000000,-81.7800000000,12,60tz7h1w7zs0
-40.8800000000,-81.7600000000,12,60tz7w00tztm
-40.8700000000,-81.7400000000,12,60tz7zydzzy3
-40.8600000000,-81.7200000000,12,60tzs3tm1zzm
-40.8500000000,-81.7000000000,12,60tzsg7zs00d
-40.8400000000,-81.6800000000,12,60tztm63y01w
-40.8300000000,-81.6600000000,12,60tztz1h006d
-40.8200000000,-81.6400000000,12,60tzy0zw607z
-40.8100000000,-81.6200000000,12,60tzydy0s0sg
-40.8000000000,-81.6000000000,12,60tzzhsdy0tz
-40.7900000000,-81.5800000000,12,60tzzw7m00zh
-40.7800000000,-81.5600000000,12,60y0001z6300
-40.7700000000,-81.5400000000,12,60y00d03s31h
-40.7600000000,-81.5200000000,12,60y00gygy363
-40.7500000000,-81.5000000000,12,60y01mtw037m
-40.7400000000,-81.4800000000,12,60y01zs063s3
-40.7300000000,-81.4600000000,12,60y0636ds3tw
-40.7200000000,-81.4400000000,12,60y06g1hy3yd
-40.7100000000,-81.4200000000,12,60y07hzz03zw
-40.7000000000,-81.4000000000,12,60y07wy36d0g
-40.6900000000,-81.3800000000,12,60y0s0sgsd1z
-40.6800000000,-81.3600000000,12,60y0sd7myd6g
-40.6700000000,-81.3400000000,12,60y0th600ds0
-40.6600000000,-81.3200000000,12,60y0tw0d6dth
-40.6500000000,-81.3000000000,12,60y0tzzhsdy0
-40.6400000000,-81.2800000000,12,60y0y3twydzm
-40.6300000000,-81.2600000000,12,60y0ygs30g03
-40.6200000000,-81.2400000000,12,60y0zm6g6g1m
-40.6100000000,-81.2200000000,12,60y0zz1msg6d
-40.6000000000,-81.2000000000,12,60y300zzyg7w
-40.5900000000,-81.1800000000,12,60y30dyd0gsd
-40.5800000000,-81.1600000000,12,60y31hth6gtz
-40.5700000000,-81.1400000000,12,60y31w7wsgyg
-40.5600000000,-81.1200000000,12,60y36060ygzz
-40.5500000000,-81.1000000000,12,60y36d0g1h0g
-40.5400000000,-81.0800000000,12,60y36gzm7h60
-40.5300000000,-81.0600000000,12,60y37mtzth7h
-40.5200000000,-81.0400000000,12,60y37zs3zhs0
-40.5100000000,-81.0200000000,12,60y3s37h1htm
-40.5000000000,-81.0000000000,12,60y3sg1w7hy3
-40.4900000000,-80.9800000000,12,60y3tm00thzm
-40.4800000000,-80.9600000000,12,60y3twydzm0d
-40.4700000000,-80.9400000000,12,60y3y0tm1m1w
-40.4600000000,-80.9200000000,12,60y3yd7z7m6d
-40.4500000000,-80.9000000000,12,60y3zh63tm7z
-40.4400000000,-80.8800000000,12,60y3zw0gzmsg
-40.4300000000,-80.8600000000,12,60y3zzzw1mtz
-40.4200000000,-80.8400000000,12,60yd03y07mzh
-40.4100000000,-80.8200000000,12,60yd0gsdtw00
-40.4000000000,-80.8000000000,12,60yd1m7hzw1h
-40.3900000000,-80.7800000000,12,60yd1z1z1w63
-40.3800000000,-80.7600000000,12,60yd63037w7m
-40.3700000000,-80.7400000000,12,60yd6dygtws3
-40.3600000000,-80.7200000000,12,60yd7htmzwtw
-40.3500000000,-80.7000000000,12,60yd7ws01wyd
-40.3400000000,-80.6800000000,12,60yds06d7wzw
-40.3300000000,-80.6600000000,12,60ydsd1htz0g
-40.3200000000,-80.6400000000,12,60ydsgzwzz1z
-40.3100000000,-80.6200000000,12,60ydtmy31z6g
-40.3000000000,-80.6000000000,12,60ydtzsg7zs0
-40.2900000000,-80.5800000000,12,60ydy37mtzth
-40.2800000000,-80.5600000000,12,60ydyg1zzzy0
-40.2700000000,-80.5400000000,12,60ydzm0d1zzm
-40.2600000000,-80.5200000000,12,60ydzwzhs003
-40.2500000000,-80.5000000000,12,60yg00twy01m
-40.2400000000,-80.4800000000,12,60yg0ds3006d
-40.2300000000,-80.4600000000,12,60yg1h6g607w
-40.2200000000,-80.4400000000,12,60yg1w1ms0sd
-40.2100000000,-80.4200000000,12,60yg1zzzy0tw
-40.2000000000,-80.4000000000,12,60yg63yd00yg
-40.1900000000,-80.3800000000,12,60yg6gth60zz
-40.1800000000,-80.3600000000,12,60yg7m7ws30g
-40.1700000000,-80.3400000000,12,60yg7z60y360
-40.1600000000,-80.3200000000,12,60ygs30g037h
-40.1500000000,-80.3000000000,12,60ygsdzm63s0
-40.1400000000,-80.2800000000,12,60ygthtzs3tm
-40.1300000000,-80.2600000000,12,60ygtws3y3y3
-40.1200000000,-80.2400000000,12,60ygy07h03zm
-40.1100000000,-80.2200000000,12,60ygyd1w6d0d
-40.1000000000,-80.2000000000,12,60ygzh00sd1w
-40.0900000000,-80.1800000000,12,60ygzmydyd6d
-40.0800000000,-80.1600000000,12,60ygzztm0d7z
-40.0700000000,-80.1400000000,12,60zh037z6dsg
-40.0600000000,-80.1200000000,12,60zh0g63sdtz
-40.0500000000,-80.1000000000,12,60zh1m0gydzh
-40.0400000000,-80.0800000000,12,60zh1wzw0g00
-40.0300000000,-80.0600000000,12,60zh60y06g1h
-40.0200000000,-80.0400000000,12,60zh6dsdsg63
-40.0100000000,-80.0200000000,12,60zh7h7hyg7m
-40.0000000000,-80.0000000000,12,60zh7w1z0gs3
-39.9900000000,-79.9800000000,12,60zhs0036gtw
-39.9800000000,-79.9600000000,12,60zhs3ygsgyd
-39.9700000000,-79.9400000000,12,60zhsgtmygzw
-39.9600000000,-79.9200000000,12,60zhtms01h0g
-39.9500000000,-79.9000000000,12,60zhtz6d7h1z
-39.9400000000,-79.8800000000,12,60zhy31hth6g
-39.9300000000,-79.8600000000,12,60zhydzwzhs0
-39.9200000000,-79.8400000000,12,60zhzhy31hth
-39.9100000000,-79.8200000000,12,60zhzwsg7hy0
-39.9000000000,-79.8000000000,12,60zm007mthzm
-39.8900000000,-79.7800000000,12,60zm0d1zzm03
-39.8800000000,-79.7600000000,12,60zm1h0d1m1m
-39.8700000000,-79.7400000000,12,60zm1mzh7m63
-39.8600000000,-79.7200000000,12,60zm1ztwtm7w
-39.8500000000,-79.7000000000,12,60zm63s0zmsd
-39.8400000000,-79.6800000000,12,60zm6g6g1mtw
-39.8300000000,-79.6600000000,12,60zm7m1m7myg
-39.8200000000,-79.6400000000,12,60zm7wzztmzz
-39.8100000000,-79.6200000000,12,60zms0y3zw0g
-39.8000000000,-79.6000000000,12,60zmsdth1w60
-39.7900000000,-79.5800000000,12,60zmth7w7w7h
-39.7800000000,-79.5600000000,12,60zmtw60tws0
-39.7700000000,-79.5400000000,12,60zmy00dzwtm
-39.7600000000,-79.5200000000,12,60zmy3zm1wy3
-39.7500000000,-79.5000000000,12,60zmygtz7wzm
-39.7400000000,-79.4800000000,12,60zmzms3tz0d
-39.7300000000,-79.4600000000,12,60zmzz6gzz1w
-39.7200000000,-79.4400000000,12,60zw031w1z6d
-39.7100000000,-79.4200000000,12,60zw0g007z7z
-39.7000000000,-79.4000000000,12,60zw1hydtzsg
-39.6900000000,-79.3800000000,12,60zw1wthzztz
-39.6800000000,-79.3600000000,12,60zw607z1zzh
-39.6700000000,-79.3400000000,12,60zw6d63s000
-39.6600000000,-79.3200000000,12,60zw7h0gy01h
-39.6500000000,-79.3000000000,12,60zw7mzw0063
-39.6400000000,-79.2800000000,12,60zw7zy0607m
-39.6300000000,-79.2600000000,12,60zws3sds0s3
-39.6200000000,-79.2400000000,12,60zwsg7hy0tw
-39.6100000000,-79.2200000000,12,60zwtm1z00yd
-39.6000000000,-79.2000000000,12,60zwtz0360zw
-39.5900000000,-79.1800000000,12,60zwy0ygs30g
-39.5800000000,-79.1600000000,12,60zwydtmy31z
-39.5700000000,-79.1400000000,12,60zwzhs0036g
-39.5600000000,-79.1200000000,12,60zwzw6d63s0
-39.5500000000,-79.1000000000,12,60zz001hs3th
-39.5400000000,-79.0800000000,12,60zz03zwy3y0
-39.5300000000,-79.0600000000,12,60zz0gy303zh
-39.5200000000,-79.0400000000,12,60zz1msg6d03
-39.5100000000,-79.0200000000,12,60zz1z7msd1m
-39.5000000000,-79.0000000000,12,60zz631zyd63
-39.4900000000,-78.9800000000,12,60zz6g0d0d7w
-39.4800000000,-78.9600000000,12,60zz7hzh6dsd
-39.4700000000,-78.9400000000,12,60zz7wtwsdtw
-39.4600000000,-78.9200000000,12,60zzs0s0ydyg
-39.4500000000,-78.9000000000,12,60zzsd6g0dzz
-39.4400000000,-78.8800000000,12,60zzth1m6g0g
-39.4300000000,-78.8600000000,12,60zztmzzsg60
-39.4200000000,-78.8400000000,12,60zztzy3yg7h
-39.4100000000,-78.8200000000,12,60zzy3th0gs0
-39.4000000000,-78.8000000000,12,60zzyg7w6gtm
-39.3900000000,-78.7800000000,12,60zzzm60sgy3
-39.3800000000,-78.7600000000,12,60zzzz0dygzm
-39.3700000000,-78.7400000000,12,630000zm1h0d
-39.3600000000,-78.7200000000,12,63000dtz7h1w
-39.3500000000,-78.7000000000,12,63001hs3th6d
-39.3400000000,-78.6800000000,12,63001w6gzh7z
-39.3300000000,-78.6600000000,12,6300601w1hsg
-39.3200000000,-78.6400000000,12,63006d007htz
-39.3100000000,-78.6200000000,12,63006gydthzh
-39.3000000000,-78.6000000000,12,63007mthzm00
-39.2900000000,-78.5800000000,12,63007z7z1m1h
-39.2800000000,-78.5600000000,12,6300s3637m63
-39.2700000000,-78.5400000000,12,6300sg0gtm7m
-39.2600000000,-78.5200000000,12,6300thzmzms3
-39.2500000000,-78.5000000000,12,6300twy01mtw
-39.2400000000,-78.4800000000,12,6300y0sd7myd
-39.2300000000,-78.4600000000,12,6300yd7htmzw
-39.2200000000,-78.4400000000,12,6300zh1wzw0g
-39.2100000000,-78.4200000000,12,6300zw031w1z
-39.2000000000,-78.4000000000,12,6300zzyg7w6g
-39.1900000000,-78.3800000000,12,630303tmtw7z
-39.1800000000,-78.3600000000,12,63030g7zzwth
-39.1700000000,-78.3400000000,12,63031m6d1wy0
-39.1600000000,-78.3200000000,12,63031z1h7wzh
-39.1500000000,-78.3000000000,12,630360zwtz03
-39.1400000000,-78.2800000000,12,63036dy0zz1m
-39.1300000000,-78.2600000000,12,63037hsg1z63
-39.1200000000,-78.2400000000,12,63037w7m7z7w
-39.1100000000,-78.2200000000,12,6303s01ztzsd
-39.1000000000,-78.2000000000,12,6303sd03zztw
-39.0900000000,-78.1800000000,12,6303sgzh1zyg
-39.0800000000,-78.1600000000,12,6303tmtw7zzz
-39.0700000000,-78.1400000000,12,6303tzs0y00g
-39.0600000000,-78.1200000000,12,6303y36g0060
-39.0500000000,-78.1000000000,12,6303yg1m607h
-39.0400000000,-78.0800000000,12,6303zhzzs0s0
-39.0300000000,-78.0600000000,12,6303zwy3y0tm
-39.0200000000,-78.0400000000,12,630d00th00y3
-39.0100000000,-78.0200000000,12,630d0d7w60zm
-39.0000000000,-78.0000000000,12,630d1h60s30d
-38.9900000000,-77.9800000000,12,630d1w0dy31w
-38.9800000000,-77.9600000000,12,630d1zzm036d
-38.9700000000,-77.9400000000,12,630d63tz637z
-38.9600000000,-77.9200000000,12,630d6gs3s3sg
-38.9500000000,-77.9000000000,12,630d7m6gy3tz
-38.9400000000,-77.8800000000,12,630d7z1w03zh
-38.9300000000,-77.8600000000,12,630ds3006d00
-38.9200000000,-77.8400000000,12,630dsdydsd1h
-38.9100000000,-77.8200000000,12,630dththyd63
-38.9000000000,-77.8000000000,12,630dtw7z0d7m
-38.8900000000,-77.7800000000,12,630dy0636ds3
-38.8800000000,-77.7600000000,12,630dyd0gsdtw
-38.8700000000,-77.7400000000,12,630dygzmydyd
-38.8600000000,-77.7200000000,12,630dzmy00dzw
-38.8500000000,-77.7000000000,12,630dzzsd6g0d
-38.8400000000,-77.6800000000,12,630g037hsg1z
-38.8300000000,-77.6600000000,12,630g0g1wyg6g
-38.8200000000,-77.6400000000,12,630g1m030g7z
-38.8100000000,-77.6200000000,12,630g1wyg6gth
-38.8000000000,-77.6000000000,12,630g60tmsgy0
-38.7900000000,-77.5800000000,12,630g6d7zygzh
-38.7800000000,-77.5600000000,12,630g7h6d1h03
